type,entry_price,stop_loss,take_profit,position_size,initial_tp,entry_time,status,breakeven_applied,tp_extended,trailing_steps,exit_price,exit_time,pnl_points,pnl_currency,exit_reason
SELL,2330.84,2338.1671778993505,2316.1856442013,12.14,2316.1856442013,2024-04-29 16:30:00,closed,False,False,0,2338.1671778993505,2024-04-29 17:00:00,-7.327177899350318,-88.95193969811287,SL/TP
SELL,2332.92,2332.42,2323.7233702389362,19.16,2323.7233702389362,2024-04-30 03:15:00,closed,True,False,0,2323.7233702389362,2024-04-30 08:30:00,9.196629761063832,176.207426221983,SL/TP
SELL,2288.12,2292.9907471987576,2278.378505602484,18.45,2278.378505602484,2024-05-01 05:30:00,closed,False,False,0,2292.9907471987576,2024-05-01 12:45:00,-4.870747198757726,-89.86528581708005,SL/TP
SELL,2291.29,2297.798257542016,2278.2734849159674,13.81,2278.2734849159674,2024-05-01 01:45:00,closed,False,False,0,2297.798257542016,2024-05-01 15:00:00,-6.508257542016054,-89.8790366552417,SL/TP
SELL,2290.75,2298.2656829709213,2275.7186340581575,11.96,2275.7186340581575,2024-04-30 22:45:00,closed,False,False,0,2298.2656829709213,2024-05-01 15:15:00,-7.515682970921262,-89.8875683322183,SL/TP
SELL,2299.34,2306.905881529405,2284.2082369411905,11.52,2284.2082369411905,2024-05-01 20:45:00,closed,False,False,0,2306.905881529405,2024-05-01 21:00:00,-7.565881529405033,-87.15895521874597,SL/TP
SELL,2299.25,2298.75,2286.2708568052753,13.3,2286.2708568052753,2024-05-02 14:15:00,closed,True,False,0,2286.2708568052753,2024-05-02 16:15:00,12.979143194724656,172.62260448983795,SL/TP
SELL,2292.23,2301.260176973195,2274.1696460536095,9.75,2274.1696460536095,2024-05-02 16:30:00,closed,False,False,0,2301.260176973195,2024-05-02 17:30:00,-9.030176973195012,-88.04422548865136,SL/TP
BUY,2321.17,2315.757283653977,2331.9954326920465,16.1,2331.9954326920465,2024-05-06 14:00:00,closed,False,False,0,2315.757283653977,2024-05-06 15:00:00,-5.4127163460229895,-87.14473317097014,SL/TP
BUY,2316.57,2317.07,2327.692269377965,15.67,2327.692269377965,2024-05-06 10:15:00,closed,True,False,0,2327.692269377965,2024-05-06 15:45:00,11.12226937796504,174.28596115271216,SL/TP
BUY,2323.09,2314.111554743732,2341.0468905125363,9.8,2341.0468905125363,2024-05-06 18:00:00,closed,False,False,0,2314.111554743732,2024-05-07 11:00:00,-8.97844525626806,-87.988763511427,SL/TP
BUY,2320.47,2314.4968438356586,2332.416312328682,14.59,2332.416312328682,2024-05-07 16:00:00,closed,False,False,0,2314.4968438356586,2024-05-07 17:45:00,-5.973156164341162,-87.14834843773755,SL/TP
SELL,2304.36,2309.2402393415523,2294.599521316896,17.68,2294.599521316896,2024-05-08 11:15:00,closed,False,False,0,2309.2402393415523,2024-05-08 11:45:00,-4.880239341552169,-86.28263155864235,SL/TP
SELL,2310.8,2315.5461528885658,2301.3076942228695,17.99,2301.3076942228695,2024-05-08 12:45:00,closed,False,False,0,2315.5461528885658,2024-05-08 13:15:00,-4.746152888565575,-85.38329046529469,SL/TP
SELL,2308.49,2312.1733322053005,2301.1233355893983,22.95,2301.1233355893983,2024-05-09 02:00:00,closed,False,False,0,2312.1733322053005,2024-05-09 06:00:00,-3.6833322053007578,-84.53247411165239,SL/TP
BUY,2346.02,2346.52,2359.062414511903,12.83,2359.062414511903,2024-05-09 23:45:00,closed,True,False,0,2359.062414511903,2024-05-10 09:00:00,13.04241451190319,167.33417818771792,SL/TP
BUY,2346.02,2346.52,2359.062414511903,12.83,2359.062414511903,2024-05-10 00:00:00,closed,True,False,0,2359.062414511903,2024-05-10 09:00:00,13.04241451190319,167.33417818771792,SL/TP
BUY,2346.02,2346.52,2359.062414511903,12.83,2359.062414511903,2024-05-10 00:15:00,closed,True,False,0,2359.062414511903,2024-05-10 09:00:00,13.04241451190319,167.33417818771792,SL/TP
BUY,2367.95,2368.45,2379.801845128923,14.97,2379.801845128923,2024-05-10 10:15:00,closed,True,False,0,2368.45,2024-05-10 15:15:00,0.5,7.485,SL/TP
BUY,2366.92,2367.42,2378.8195704768573,14.91,2378.8195704768573,2024-05-10 10:30:00,closed,True,False,0,2367.42,2024-05-10 15:15:00,0.5,7.455,SL/TP
BUY,2383.48,2375.944692708422,2398.5506145831564,11.79,2398.5506145831564,2024-05-16 19:30:00,closed,False,False,0,2375.944692708422,2024-05-16 23:30:00,-7.535307291578192,-88.84127296770689,SL/TP
BUY,2389.85,2390.35,2399.60640494868,18.03,2399.60640494868,2024-05-17 14:45:00,closed,True,False,0,2399.60640494868,2024-05-17 16:00:00,9.756404948680029,175.90798122470093,SL/TP
BUY,2404.88,2405.38,2435.443386358272,5.87,2435.443386358272,2024-05-17 18:30:00,closed,True,False,0,2435.443386358272,2024-05-20 04:00:00,30.563386358272055,179.40707792305696,SL/TP
BUY,2407.8,2408.3,2438.1902873326812,5.91,2438.1902873326812,2024-05-17 18:45:00,closed,True,False,0,2438.1902873326812,2024-05-20 04:00:00,30.390287332681055,179.60659813614504,SL/TP
BUY,2404.88,2405.38,2435.443386358272,5.87,2435.443386358272,2024-05-17 18:30:00,closed,True,False,0,2435.443386358272,2024-05-20 04:00:00,30.563386358272055,179.40707792305696,SL/TP
BUY,2407.8,2408.3,2438.1902873326812,5.91,2438.1902873326812,2024-05-17 18:45:00,closed,True,False,0,2438.1902873326812,2024-05-20 04:00:00,30.390287332681055,179.60659813614504,SL/TP
BUY,2419.4,2419.9,2435.702507471203,11.19,2435.702507471203,2024-05-20 02:00:00,closed,True,False,0,2435.702507471203,2024-05-20 04:00:00,16.302507471202716,182.42505860275838,SL/TP
BUY,2434.6,2435.1,2454.47099044942,9.72,2454.47099044942,2024-05-20 04:45:00,closed,True,False,0,2435.1,2024-05-20 09:30:00,0.5,4.86,SL/TP
BUY,2434.19,2434.69,2453.7066138646887,9.9,2453.7066138646887,2024-05-20 05:45:00,closed,True,False,0,2434.69,2024-05-20 09:30:00,0.5,4.95,SL/TP
BUY,2437.38,2437.88,2453.7326548672017,11.82,2453.7326548672017,2024-05-20 07:45:00,closed,True,False,0,2437.88,2024-05-20 09:30:00,0.5,5.91,SL/TP
BUY,2426.53,2427.03,2446.6365861623312,9.63,2446.6365861623312,2024-05-20 19:45:00,closed,True,False,0,2427.03,2024-05-20 22:45:00,0.5,4.815,SL/TP
SELL,2386.1,2385.6,2367.9021581640063,10.64,2367.9021581640063,2024-05-22 21:00:00,closed,True,False,0,2367.9021581640063,2024-05-23 04:30:00,18.197841835993586,193.62503713497176,SL/TP
SELL,2371.9,2371.4,2359.82942332876,16.36,2359.82942332876,2024-05-23 07:15:00,closed,True,False,0,2359.82942332876,2024-05-23 08:45:00,12.070576671239905,197.47463434148486,SL/TP
SELL,2362.4,2361.9,2346.9202639870746,13.01,2346.9202639870746,2024-05-23 10:00:00,closed,True,False,0,2361.9,2024-05-23 16:45:00,0.5,6.505,SL/TP
SELL,2335.28,2339.173272961928,2327.493454076145,25.89,2327.493454076145,2024-05-30 03:30:00,closed,False,False,0,2339.173272961928,2024-05-30 04:15:00,-3.893272961927778,-100.79683698431018,SL/TP
SELL,2343.19,2342.69,2327.0528955387513,12.49,2327.0528955387513,2024-05-29 17:30:00,closed,True,False,0,2327.0528955387513,2024-05-30 08:30:00,16.137104461248782,201.5524347209973,SL/TP
SELL,2340.67,2340.17,2316.854881920276,8.46,2316.854881920276,2024-05-29 16:30:00,closed,True,False,0,2340.17,2024-05-30 13:45:00,0.5,4.23,SL/TP
