type,entry_price,stop_loss,take_profit,initial_tp,entry_time,status,breakeven_applied,tp_extended,trailing_steps,exit_price,exit_time,pnl,exit_reason
BUY,3862.24,3858.77,3867.4449999999997,3867.4449999999997,2025-10-01 04:15:00,closed,False,False,0,3867.4449999999997,2025-10-01 04:49:00,5.204999999999927,SL/TP
BUY,3865.96,3861.28,3872.9799999999996,3872.9799999999996,2025-10-01 08:00:00,closed,False,False,0,3861.28,2025-10-01 09:02:00,-4.679999999999836,SL/TP
BUY,3864.23,3858.8300000000004,3872.3299999999995,3872.3299999999995,2025-10-01 10:10:00,closed,False,False,0,3872.3299999999995,2025-10-01 10:36:00,8.099999999999454,SL/TP
BUY,3887.89,3885.2000000000003,3891.9249999999993,3891.9249999999993,2025-10-01 13:50:00,closed,False,False,0,3885.2000000000003,2025-10-01 14:09:00,-2.6899999999996,SL/TP
BUY,3868.31,3864.4500000000003,3874.0999999999995,3874.0999999999995,2025-10-01 16:05:00,closed,False,False,0,3874.0999999999995,2025-10-01 16:11:00,5.789999999999509,SL/TP
BUY,3863.83,3863.6000000000004,3864.1749999999993,3864.1749999999993,2025-10-01 16:15:00,closed,False,False,0,3864.1749999999993,2025-10-01 16:16:00,0.34499999999934516,SL/TP
BUY,3875.06,3869.3900000000003,3883.5649999999996,3883.5649999999996,2025-10-01 17:30:00,closed,False,False,0,3869.3900000000003,2025-10-01 17:46:00,-5.669999999999618,SL/TP
BUY,3870.49,3867.54,3874.9149999999995,3874.9149999999995,2025-10-01 19:30:00,closed,False,False,0,3867.54,2025-10-01 20:38:00,-2.949999999999818,SL/TP
BUY,3857.19,3854.65,3861.0,3861.0,2025-10-01 21:10:00,closed,False,False,0,3861.0,2025-10-01 21:16:00,3.8099999999999454,SL/TP
BUY,3864.44,3863.8700000000003,3865.2949999999996,3865.2949999999996,2025-10-01 22:20:00,closed,False,False,0,3863.8700000000003,2025-10-01 22:24:00,-0.569999999999709,SL/TP
BUY,3862.38,3861.57,3863.5950000000003,3863.5950000000003,2025-10-02 02:15:00,closed,False,False,0,3863.5950000000003,2025-10-02 02:19:00,1.2150000000001455,SL/TP
BUY,3868.18,3861.96,3877.5099999999993,3877.5099999999993,2025-10-02 10:05:00,closed,False,False,0,3861.96,2025-10-02 10:40:00,-6.2199999999998,SL/TP
BUY,3870.59,3867.38,3875.405,3875.405,2025-10-02 11:30:00,closed,False,False,0,3875.405,2025-10-02 11:44:00,4.815000000000055,SL/TP
SELL,3854.92,3858.85,3849.0250000000005,3849.0250000000005,2025-10-02 22:10:00,closed,False,False,0,3858.85,2025-10-02 22:21:00,-3.9299999999998363,SL/TP
SELL,3857.38,3858.18,3856.1800000000003,3856.1800000000003,2025-10-02 22:35:00,closed,False,False,0,3856.1800000000003,2025-10-02 22:37:00,1.199999999999818,SL/TP
SELL,3855.15,3855.8999999999996,3854.0250000000005,3854.0250000000005,2025-10-03 01:20:00,closed,False,False,0,3854.0250000000005,2025-10-03 01:23:00,1.1249999999995453,SL/TP
SELL,3857.13,3859.21,3854.01,3854.01,2025-10-03 05:10:00,closed,False,False,0,3854.01,2025-10-03 05:31:00,3.119999999999891,SL/TP
SELL,3855.58,3857.98,3851.9799999999996,3851.9799999999996,2025-10-03 08:40:00,closed,False,False,0,3857.98,2025-10-03 08:51:00,-2.400000000000091,SL/TP
BUY,3861.27,3860.6600000000003,3862.1849999999995,3862.1849999999995,2025-10-03 15:10:00,closed,False,False,0,3862.1849999999995,2025-10-03 15:11:00,0.9149999999995089,SL/TP
BUY,3861.42,3860.3500000000004,3863.0249999999996,3863.0249999999996,2025-10-03 15:20:00,closed,False,False,0,3863.0249999999996,2025-10-03 15:24:00,1.6049999999995634,SL/TP
BUY,3881.71,3880.6600000000003,3883.285,3883.285,2025-10-03 20:05:00,closed,False,False,0,3883.285,2025-10-03 20:09:00,1.574999999999818,SL/TP
BUY,3884.56,3881.51,3889.1349999999993,3889.1349999999993,2025-10-03 21:25:00,closed,False,False,0,3889.1349999999993,2025-10-06 01:03:00,4.574999999999363,SL/TP
