type,entry_price,stop_loss,take_profit,position_size,initial_tp,atr_at_entry,entry_time,status,breakeven_applied,tp_extended,trailing_steps,sl_reason,trade_id,original_position_size,tier,partial_closes,peak_profit_runner,dd_multiplier,consecutive_losses_at_entry,circuit_breaker_active,session_name,session_multiplier,exit_price,exit_time,pnl,pnl_currency,exit_reason
BUY,4253.587,4244.246372459549,4279.831255080902,0.04,4279.831255080902,,2025-10-16 14:00:00,closed,False,False,0,Initial,a0225a9f-4e70-4b8b-86a6-851f2c5f6a03,0.04,0,[],0.0,1.0,0,False,ADX_Override (44.1),1.0,4265.903,2025-10-16 14:31:00,12.21599999999944,48.86399999999776,Candlestick Reversal
BUY,4287.012,4284.012,4301.020806271153,0.13,4301.020806271153,,2025-10-16 18:20:00,closed,False,False,0,Initial,b2f5e4ee-179b-474d-a68c-ced68c590ed2,0.13,0,[],0.0,1.0,0,False,ADX_Override (73.6),1.0,4286.642,2025-10-16 18:21:00,-0.47000000000025466,-6.110000000003311,Candlestick Reversal
BUY,4356.929,4343.646638323595,4394.01772335281,0.03,4394.01772335281,,2025-10-16 23:06:00,closed,False,False,0,Initial,9bb5f572-8501-4790-a7ec-0d0f42b61f77,0.03,0,[],0.0,1.0,0,False,ADX_Override (37.4),1.0,4359.702,2025-10-16 23:08:00,2.6729999999997744,8.018999999999323,Candlestick Reversal
SELL,4338.223,4341.223,4306.9958183352555,0.04,4306.9958183352555,,2025-10-17 10:30:00,closed,False,False,0,Initial,33f7b1d3-983b-4a83-a611-ee6e972d61f6,0.13,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.04, 'price': 4332.223}]",0.0,1.0,0,False,ADX_Override (65.2),1.0,4332.223,2025-10-17 10:34:00,5.899999999999636,23.599999999998545,Partial Close Tier 1 (at Initial TP)
SELL,4338.223,4337.723,4332.223,0.09,4306.9958183352555,,2025-10-17 10:30:00,closed,False,False,0,BE after Tier 1 (at Initial TP),33f7b1d3-983b-4a83-a611-ee6e972d61f6,0.13,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.04, 'price': 4332.223}]",0.0,1.0,0,False,ADX_Override (65.2),1.0,4332.223,2025-10-17 10:34:00,5.899999999999636,53.099999999996726,Take Profit
SELL,4312.297,4315.297,4299.582539653974,0.14,4299.582539653974,,2025-10-17 12:15:00,closed,False,False,0,Initial,950de465-3738-430e-8c38-76685cca087c,0.14,0,[],0.0,1.0,0,False,ADX_Override (100.0),1.0,4312.708,2025-10-17 12:17:00,-0.511000000000422,-7.154000000005908,Candlestick Reversal
SELL,4310.99,4313.99,4302.781571402729,0.14,4302.781571402729,,2025-10-17 12:35:00,closed,False,False,0,Initial,250f12ef-fcb7-4732-8dcd-263685bd1e87,0.14,0,[],0.0,1.0,0,False,ADX_Override (100.0),1.0,4309.876,2025-10-17 12:41:00,1.0139999999992142,14.195999999989,Candlestick Reversal
SELL,4251.835,4262.748071140891,4237.0258577182185,0.04,4237.0258577182185,,2025-10-17 14:45:00,closed,False,False,0,Initial,7d29c886-5c7d-4e1d-bcc9-1fee1022f6e6,0.04,0,[],0.0,1.0,0,False,ADX_Override (67.4),1.0,4255.713,2025-10-17 14:46:00,-3.9780000000000655,-15.912000000000262,Candlestick Reversal
SELL,4255.379,4259.9989508505,4226.669098299001,0.03,4226.669098299001,,2025-10-17 14:55:00,closed,False,False,0,Initial,65228c6b-4728-4cd5-9984-ce9b7866190e,0.09,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.03, 'price': 4246.139098299001}]",0.0,1.0,0,False,ADX_Override (60.1),1.0,4246.139098299001,2025-10-17 14:59:00,9.139901700998962,27.419705102996883,Partial Close Tier 1 (at Initial TP)
SELL,4255.379,4254.879,4246.139098299001,0.06,4226.669098299001,,2025-10-17 14:55:00,closed,False,False,0,BE after Tier 1 (at Initial TP),65228c6b-4728-4cd5-9984-ce9b7866190e,0.09,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.03, 'price': 4246.139098299001}]",0.0,1.0,0,False,ADX_Override (60.1),1.0,4246.139098299001,2025-10-17 14:59:00,9.139901700998962,54.839410205993765,Take Profit
BUY,4227.412,4224.412,4245.134638843782,0.04,4245.134638843782,,2025-10-17 20:05:00,closed,False,False,0,Initial,37d02e7a-6b42-48d8-883d-a264bfaab4d3,0.14,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.04, 'price': 4233.412}]",0.0,1.0,0,False,ADX_Override (54.6),1.0,4233.412,2025-10-17 20:14:00,5.899999999999636,23.599999999998545,Partial Close Tier 1 (at Initial TP)
BUY,4227.412,4227.912,4233.412,0.1,4245.134638843782,,2025-10-17 20:05:00,closed,False,False,0,BE after Tier 1 (at Initial TP),37d02e7a-6b42-48d8-883d-a264bfaab4d3,0.14,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.04, 'price': 4233.412}]",0.0,1.0,0,False,ADX_Override (54.6),1.0,4233.412,2025-10-17 20:14:00,5.899999999999636,58.99999999999637,Take Profit
BUY,4347.061,4343.411704556631,4356.471590886739,0.12,4356.471590886739,,2025-10-20 16:33:00,closed,False,False,0,Initial,c2d6d10e-b1ab-47b6-a333-ad0c93251bd5,0.12,0,[],0.0,1.0,0,False,ADX_Override (78.1),1.0,4343.411704556631,2025-10-20 16:39:00,-3.749295443369192,-44.991545320430305,Stop Loss
BUY,4346.005,4343.005,4348.558510639562,0.15,4348.558510639562,,2025-10-20 16:54:00,closed,False,False,0,Initial,17bde656-e28f-4a8a-b171-07a03699b833,0.15,0,[],0.0,1.0,0,False,ADX_Override (71.0),1.0,4348.558510639562,2025-10-20 16:58:00,2.4535106395615003,36.802659593422504,Take Profit
SELL,4341.869,4344.869,4335.58935988164,0.15,4335.58935988164,,2025-10-21 05:01:00,closed,False,False,0,Initial,6f42c3dd-b10b-4590-9fdf-923fa0e0d479,0.15,0,[],0.0,1.0,0,False,ADX_Override (97.7),1.0,4341.404,2025-10-21 05:02:00,0.3649999999988722,5.474999999983083,Candlestick Reversal
SELL,4120.768,4114.583964526842,4112.256070946317,0.07,4112.256070946317,,2025-10-21 18:05:00,closed,False,False,0,Initial,58e4f3d1-51f6-4543-b95d-0e054e470af6,0.07,0,[],0.0,1.0,0,False,ADX_Override (65.1),1.0,4114.583964526842,2025-10-21 18:06:00,6.08403547315811,42.58824831210678,Stop Loss
BUY,4091.146,4084.8410043355843,4125.508991328831,0.02,4125.508991328831,,2025-10-22 01:40:00,closed,False,False,0,Initial,59c20633-0c2f-4cc6-9f81-24bc64fd6124,0.07,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.02, 'price': 4103.755991328831}]",0.0,1.0,0,False,ADX_Override (71.1),1.0,4103.755991328831,2025-10-22 01:47:00,12.509991328830893,25.01998265766179,Partial Close Tier 1 (at Initial TP)
BUY,4091.146,4091.646,4103.755991328831,0.05,4125.508991328831,,2025-10-22 01:40:00,closed,False,False,0,BE after Tier 1 (at Initial TP),59c20633-0c2f-4cc6-9f81-24bc64fd6124,0.07,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.02, 'price': 4103.755991328831}]",0.0,1.0,0,False,ADX_Override (71.1),1.0,4103.755991328831,2025-10-22 01:47:00,12.509991328830893,62.54995664415447,Take Profit
BUY,4048.476,4045.476,4070.949952754868,0.05,4070.949952754868,,2025-10-22 17:05:00,closed,False,False,0,Initial,4e9048e5-0b31-4613-8eb2-74cca45c055a,0.16,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.05, 'price': 4054.476}]",0.0,1.0,0,False,ADX_Override (67.4),1.0,4054.476,2025-10-22 17:09:00,5.900000000000091,29.500000000000455,Partial Close Tier 1 (at Initial TP)
BUY,4048.476,4048.976,4054.476,0.11,4070.949952754868,,2025-10-22 17:05:00,closed,False,False,0,BE after Tier 1 (at Initial TP),4e9048e5-0b31-4613-8eb2-74cca45c055a,0.16,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.05, 'price': 4054.476}]",0.0,1.0,0,False,ADX_Override (67.4),1.0,4054.476,2025-10-22 17:09:00,5.900000000000091,64.900000000001,Take Profit
BUY,4051.054,4047.8758732210113,4069.902253557977,0.04,4069.902253557977,,2025-10-22 17:08:00,closed,False,False,0,Initial,77ef9d3b-e217-4755-9331-d0e69e47e1b7,0.15,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.04, 'price': 4057.4102535579777}]",0.0,1.0,0,False,ADX_Override (61.4),1.0,4057.4102535579777,2025-10-22 17:10:00,6.256253557977743,25.025014231910976,Partial Close Tier 1 (at Initial TP)
BUY,4051.054,4051.554,4057.4102535579777,0.10999999999999999,4069.902253557977,,2025-10-22 17:08:00,closed,False,False,0,BE after Tier 1 (at Initial TP),77ef9d3b-e217-4755-9331-d0e69e47e1b7,0.15,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.04, 'price': 4057.4102535579777}]",0.0,1.0,0,False,ADX_Override (61.4),1.0,4057.4102535579777,2025-10-22 17:10:00,6.256253557977743,68.81878913775516,Take Profit
BUY,4078.346,4071.079126268471,4116.312747463058,0.08,4116.312747463058,,2025-10-22 19:00:00,closed,False,False,0,Initial,6cc117f8-a8b3-4a2c-90fc-ef3b06f6b730,0.08,0,[],0.0,1.0,0,False,ADX_Override (98.6),1.0,4085.17,2025-10-22 19:05:00,6.72400000000016,53.79200000000128,Candlestick Reversal
SELL,4074.423,4084.183991567123,4058.279016865754,0.06,4058.279016865754,,2025-10-23 01:00:00,closed,False,False,0,Initial,586a5bff-0e0f-431c-be6e-24fec8f22410,0.06,0,[],0.0,1.0,0,False,ADX_Override (38.6),1.0,4084.183991567123,2025-10-23 01:22:00,-9.860991567123165,-59.16594940273898,Stop Loss
BUY,4091.929,4088.0505454650706,4097.417909069858,0.14,4097.417909069858,,2025-10-23 03:55:00,closed,False,False,0,Initial,0afce995-60fb-4322-8df0-1a84153fead8,0.14,0,[],0.0,1.0,0,False,ADX_Override (93.7),1.0,4090.491,2025-10-23 04:01:00,-1.538000000000011,-21.532000000000153,Candlestick Reversal
SELL,4137.865,4140.865,4130.782564505622,0.05,4130.782564505622,,2025-10-23 17:15:00,closed,False,False,0,Initial,f9bc6927-8dee-4f4d-9ed0-8e0b55ed1a8f,0.18,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.05, 'price': 4131.865}]",0.0,1.0,0,False,ADX_Override (62.0),1.0,4131.865,2025-10-23 17:22:00,5.899999999999636,29.499999999998185,Partial Close Tier 1 (at Initial TP)
SELL,4137.865,4137.365,4131.865,0.13,4130.782564505622,,2025-10-23 17:15:00,closed,False,False,0,BE after Tier 1 (at Initial TP),f9bc6927-8dee-4f4d-9ed0-8e0b55ed1a8f,0.18,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.05, 'price': 4131.865}]",0.0,1.0,0,False,ADX_Override (62.0),1.0,4131.865,2025-10-23 17:22:00,5.899999999999636,76.69999999999527,Take Profit
SELL,4112.794,4115.794,4106.66908711134,0.19,4106.66908711134,,2025-10-24 04:55:00,closed,False,False,0,Initial,b8a6604d-2405-45f4-b4a2-0124e99d3a2e,0.19,0,[],0.0,1.0,0,False,ADX_Override (68.3),1.0,4112.554,2025-10-24 04:56:00,0.13999999999941792,2.6599999999889405,Candlestick Reversal
SELL,4109.986,4112.986,4093.298500484121,0.06,4093.298500484121,,2025-10-24 05:55:00,closed,False,False,0,Initial,516ea3bc-236a-4e9e-a825-94116f5c35f7,0.19,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.06, 'price': 4103.986}]",0.0,1.0,0,False,ADX_Override (80.3),1.0,4103.986,2025-10-24 05:59:00,5.899999999999636,35.39999999999782,Partial Close Tier 1 (at Initial TP)
SELL,4109.986,4109.486,4103.986,0.13,4093.298500484121,,2025-10-24 05:55:00,closed,False,False,0,BE after Tier 1 (at Initial TP),516ea3bc-236a-4e9e-a825-94116f5c35f7,0.19,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.06, 'price': 4103.986}]",0.0,1.0,0,False,ADX_Override (80.3),1.0,4104.65,2025-10-24 05:59:00,5.235999999999876,68.06799999999839,Candlestick Reversal
SELL,4090.956,4096.350384828038,4083.9442303439246,0.11,4083.9442303439246,,2025-10-24 06:58:00,closed,False,False,0,Initial,51649cf4-7d5a-4c10-bfd3-6f84e090c430,0.11,0,[],0.0,1.0,0,False,ADX_Override (53.8),1.0,4092.215,2025-10-24 06:59:00,-1.3589999999999236,-14.94899999999916,Candlestick Reversal
SELL,4059.081,4062.081,4045.6657156266615,0.2,4045.6657156266615,,2025-10-24 11:35:00,closed,False,False,0,Initial,500f266a-9a7c-47b5-ab14-296f299b472e,0.2,0,[],0.0,1.0,0,False,ADX_Override (99.9),1.0,4055.704,2025-10-24 11:39:00,3.2770000000000437,65.54000000000087,Candlestick Reversal
SELL,4062.748,4065.748,4057.775537975895,0.21,4057.775537975895,,2025-10-24 11:50:00,closed,False,False,0,Initial,72b5d3dc-1403-46b2-80d2-474f0e486a90,0.21,0,[],0.0,1.0,0,False,ADX_Override (94.8),1.0,4061.284,2025-10-24 11:59:00,1.3640000000000327,28.644000000000684,Candlestick Reversal
SELL,4075.549,4079.301940791498,4056.5381184170037,0.05,4056.5381184170037,,2025-10-27 02:45:00,closed,False,False,0,Initial,7a9faa15-a8db-4547-ba66-159dc40f89ea,0.17,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.05, 'price': 4068.043118417004}]",0.0,1.0,0,False,ADX_Override (95.1),1.0,4068.043118417004,2025-10-27 03:02:00,7.405881582996244,37.02940791498122,Partial Close Tier 1 (at Initial TP)
SELL,4075.549,4075.049,4068.043118417004,0.12000000000000001,4056.5381184170037,,2025-10-27 02:45:00,closed,False,False,0,BE after Tier 1 (at Initial TP),7a9faa15-a8db-4547-ba66-159dc40f89ea,0.17,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.05, 'price': 4068.043118417004}]",0.0,1.0,0,False,ADX_Override (95.1),1.0,4068.043118417004,2025-10-27 03:02:00,7.405881582996244,88.87057899595494,Take Profit
SELL,4039.314,4049.2355821068013,4014.0018357863974,0.07,4014.0018357863974,,2025-10-27 09:25:00,closed,False,False,0,Initial,7a46fc91-6c7d-4003-822a-3e08ac12e227,0.07,0,[],0.0,1.0,0,False,ADX_Override (100.0),1.0,4038.111,2025-10-27 09:27:00,1.1030000000000655,7.721000000000459,Candlestick Reversal
SELL,3991.093,4007.2005035874804,3951.1499928250387,0.04,3951.1499928250387,,2025-10-27 14:50:00,closed,False,False,0,Initial,61bfe81f-0634-4347-9c3e-180d29b8a14c,0.04,0,[],0.0,1.0,0,False,ADX_Override (99.6),1.0,3974.636,2025-10-27 15:09:00,16.35699999999997,65.42799999999988,Candlestick Reversal
BUY,3992.715,3995.983826671544,3999.845346656912,0.21,3999.845346656912,,2025-10-27 17:20:00,closed,False,False,0,Initial,4948feb7-94be-4878-bb56-c47710dab138,0.21,0,[],0.0,1.0,0,False,ADX_Override (71.9),1.0,3995.983826671544,2025-10-27 17:21:00,3.1688266715441387,66.54536010242691,Stop Loss
BUY,4007.6,4000.452133924682,4023.887732150636,0.1,4023.887732150636,,2025-10-27 18:27:00,closed,False,False,0,Initial,387210e5-a63c-4ee2-9daf-ea96b35aa4be,0.1,0,[],0.0,1.0,0,False,ADX_Override (74.7),1.0,4004.295,2025-10-27 18:35:00,-3.4049999999997453,-34.04999999999745,Candlestick Reversal
SELL,3967.356,3977.970527098121,3938.8579458037584,0.07,3938.8579458037584,,2025-10-28 05:30:00,closed,False,False,0,Initial,71842675-cd20-48ba-86f3-c67426c6474b,0.07,0,[],0.0,1.0,0,False,ADX_Override (63.8),1.0,3962.9,2025-10-28 05:35:00,4.356000000000222,30.492000000001557,Candlestick Reversal
BUY,3921.18,3915.535185997345,3938.655628005311,0.1,3938.655628005311,,2025-10-28 11:30:00,closed,False,False,0,Initial,8302c138-37af-4f0d-aacc-d73dc945c28e,0.1,0,[],0.0,1.0,0,False,Standard_London_Mid,0.8,3924.532,2025-10-28 11:57:00,3.2520000000004075,32.52000000000408,Candlestick Reversal
BUY,3959.008,3956.008,3978.295028222937,0.07,3978.295028222937,,2025-10-28 17:05:00,closed,False,False,0,Initial,1cab3f2a-a84a-437f-8149-67477c269208,0.24,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.07, 'price': 3965.008}]",0.0,1.0,0,False,ADX_Override (87.8),1.0,3965.008,2025-10-28 17:08:00,5.900000000000091,41.300000000000644,Partial Close Tier 1 (at Initial TP)
BUY,3959.008,3959.508,3965.008,0.16999999999999998,3978.295028222937,,2025-10-28 17:05:00,closed,False,False,0,BE after Tier 1 (at Initial TP),1cab3f2a-a84a-437f-8149-67477c269208,0.24,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.07, 'price': 3965.008}]",0.0,1.0,0,False,ADX_Override (87.8),1.0,3965.008,2025-10-28 17:08:00,5.900000000000091,100.30000000000155,Take Profit
SELL,3955.044,3958.574796949854,3943.128406100292,0.21,3943.128406100292,,2025-10-28 19:10:00,closed,False,False,0,Initial,ee9103e4-f215-4c98-829c-de118246dc4e,0.21,0,[],0.0,1.0,0,False,ADX_Override (37.5),1.0,3958.574796949854,2025-10-28 19:18:00,-3.6307969498539023,-76.24673594693195,Stop Loss
SELL,3953.81,3956.81,3952.411936808472,0.25,3952.411936808472,,2025-10-28 20:45:00,closed,False,False,0,Initial,8b03498f-9ad2-477b-8344-efd6efb27121,0.25,0,[],0.0,1.0,0,False,ADX_Override (71.0),1.0,3952.411936808472,2025-10-28 20:48:00,1.2980631915279446,32.451579788198615,Take Profit
SELL,3941.452,3948.4710278515154,3927.41394429697,0.11,3927.41394429697,,2025-10-28 22:34:00,closed,False,False,0,Initial,f2bd4c91-5888-43cd-97a4-277ff542baae,0.11,0,[],0.0,1.0,0,False,ADX_Override (98.4),1.0,3940.445,2025-10-28 22:37:00,0.9070000000001528,9.97700000000168,Candlestick Reversal
BUY,4026.237,4021.777181211193,4036.2666375776143,0.17,4036.2666375776143,,2025-10-29 11:03:00,closed,False,False,0,Initial,9442ac5b-710c-431e-ab35-fd7375ce1fb2,0.17,0,[],0.0,1.0,0,False,ADX_Override (51.2),1.0,4026.607,2025-10-29 11:04:00,0.2699999999999818,4.589999999999691,Candlestick Reversal
BUY,3948.519,3945.519,3965.904888477111,0.08,3965.904888477111,,2025-10-29 23:55:00,closed,False,False,0,Initial,ce05a630-dbfb-430a-92b6-8b0f70f9c64a,0.25,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.08, 'price': 3954.519}]",0.0,1.0,0,False,ADX_Override (88.3),1.0,3954.519,2025-10-30 00:00:00,5.900000000000091,47.20000000000073,Partial Close Tier 1 (at Initial TP)
BUY,3948.519,3949.019,3954.519,0.16999999999999998,3965.904888477111,,2025-10-29 23:55:00,closed,False,False,0,BE after Tier 1 (at Initial TP),ce05a630-dbfb-430a-92b6-8b0f70f9c64a,0.25,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.08, 'price': 3954.519}]",0.0,1.0,0,False,ADX_Override (88.3),1.0,3954.519,2025-10-30 00:00:00,5.900000000000091,100.30000000000155,Take Profit
BUY,3948.986,3945.986,3977.084156965082,0.08,3977.084156965082,,2025-10-30 01:40:00,closed,False,False,0,Initial,215ca2d9-762d-4079-965b-18d4e9edf89c,0.26,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.08, 'price': 3954.986}]",0.0,1.0,0,False,ADX_Override (75.9),1.0,3954.986,2025-10-30 01:42:00,5.900000000000091,47.20000000000073,Partial Close Tier 1 (at Initial TP)
BUY,3948.986,3949.486,3954.986,0.18,3977.084156965082,,2025-10-30 01:40:00,closed,False,False,0,BE after Tier 1 (at Initial TP),215ca2d9-762d-4079-965b-18d4e9edf89c,0.26,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.08, 'price': 3954.986}]",0.0,1.0,0,False,ADX_Override (75.9),1.0,3954.986,2025-10-30 01:42:00,5.900000000000091,106.20000000000162,Take Profit
SELL,3936.148,3941.15731324768,3905.8883735046393,0.17,3905.8883735046393,,2025-10-30 02:45:00,closed,False,False,0,Initial,78e4ae99-d528-4199-a036-59f0759e3d31,0.17,0,[],0.0,1.0,0,False,ADX_Override (47.2),1.0,3938.088,2025-10-30 02:46:00,-2.0399999999999636,-34.67999999999938,Candlestick Reversal
BUY,3959.332,3956.332,3971.2548837013596,0.08,3971.2548837013596,,2025-10-30 05:40:00,closed,False,False,0,Initial,e89399e3-de66-4fab-96bc-3e752656209f,0.28,0,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.08, 'price': 3965.332}]",0.0,1.0,0,False,ADX_Override (86.6),1.0,3965.332,2025-10-30 05:46:00,5.900000000000091,47.20000000000073,Partial Close Tier 1 (at Initial TP)
BUY,3959.332,3959.832,3965.332,0.2,3971.2548837013596,,2025-10-30 05:40:00,closed,False,False,0,BE after Tier 1 (at Initial TP),e89399e3-de66-4fab-96bc-3e752656209f,0.28,1,"[{'tier': 'Tier 1 (at Initial TP)', 'size': 0.08, 'price': 3965.332}]",0.0,1.0,0,False,ADX_Override (86.6),1.0,3965.332,2025-10-30 05:46:00,5.900000000000091,118.00000000000182,Take Profit
